,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,lnac_x,lnac_y,lnac_z,mag_x,mag_y,mag_z,press_x,loc_latitude,loc_longitude,loc_height,loc_velocity,loc_direction,loc_horizontal,loc_vertical,labelTable,labelCycling,labelWalking,labelSitting,labelJogging
2023-06-09 14:26:22.678575292,-0.11610386021156405,0.19235023146279692,9.887322938143024,-3.0479529921900776e-06,-4.985819140163961e-06,-2.7272145121521404e-05,-0.0027026581396622754,0.007669656563346449,0.07964817485539602,23.594611345519485,4.147567411401204,-40.1439833376694,1013.8611790350876,52.3862568820339,4.887717529457626,4.780519032745762,0.03229103509508474,-1.0,6.031111452220339,6.031111452220339,1,0,0,0,0
2023-06-09 14:27:22.678575292,-0.11595601562324409,0.19272146053006523,9.887995512031454,1.2160391902587267e-05,-1.6183800748718164e-05,4.097161036604992e-06,-0.004664075574297803,0.001129348382910207,0.08044104027577045,23.498175719481345,4.043130266719927,-40.313148400304506,1013.8729326964286,52.386299143500004,4.88769801915,2.4949077037333334,0.1464035223055,-1.0,5.940186876650001,5.940186876650001,1,0,0,0,0
2023-06-09 14:28:22.678575292,-0.11648785763452979,0.19505557462392906,9.88922941828631,2.997189621049848e-06,1.9377325274714658e-06,0.0004214976862044466,-0.005975697019321574,-0.0009314848903811356,0.0818266714390733,23.612602261957832,3.8602820285379855,-40.35868359508032,1013.832769218182,52.38628057883332,4.887752971883333,2.650181141399999,0.130684842543,-1.0,5.633245492433334,5.633245492433334,1,0,0,0,0
2023-06-09 14:29:22.678575292,-2.464683079344332,4.497010521215913,8.267627328616337,0.008942386797751367,0.001875465626546252,0.02062953539636885,-0.1370213462290744,0.015491220462126983,0.04518715388317857,-1.2231731708384788,-9.333258558954908,-22.768853063662572,1014.5805849999999,52.37731368688524,4.898904797065574,4.200826361786885,4.064698929034426,98.92278520147539,11.739890575344262,11.739890575344262,1,1,0,0,0
2023-06-09 14:30:22.678575292,-1.9303177587664657,4.435444411749463,8.439960036544855,0.013772119425996399,-0.004956487589434154,0.006441126954469563,0.014208307400682517,0.014215303568751572,0.13725940847114426,1.2044242930081488,-7.951885068900377,-24.68053892920603,1014.4884177678572,52.376607771166654,4.902744132366666,3.4311298120166667,3.865255965721667,90.44790889700002,4.751341927316667,4.751341927316667,0,1,0,0,0
2023-06-09 14:31:22.678575292,-0.97830528251626,4.8223458597643045,8.390808024841549,0.006944402956491804,-0.0051506870157563426,0.0025490041809326774,-0.12433269144157663,-0.08259025092184805,0.0701146525498331,-9.710336373162479,-17.73766204257416,-26.219517544083637,1014.5981161785713,52.376426792500006,4.905774520133332,2.6129186605616663,4.529460776433333,118.77983737216665,4.771151191616666,4.771151191616666,0,1,0,0,0
2023-06-09 14:32:22.678575292,-1.0604951072723976,4.441981086314757,8.62620831169824,0.002236519592342004,0.017992513364780797,0.03195357554862852,-0.17144973914869702,-0.03704814717224358,0.05704374237907243,-6.668337869477955,-7.514148424663106,-33.21030650899893,1014.6515655818181,52.37569525433334,4.909439565066666,3.3187317405550005,4.323081539416666,78.70451526043334,4.7676194433,4.7676194433,0,1,0,0,0
2023-06-09 14:33:22.678575292,5.905334408259683,-5.082129240255254,0.5783685663176393,-0.03246811725857009,-0.04461027017705571,0.024393771655626433,0.2556959357263204,-0.35266836048095596,0.22246343270007274,-14.690890785279297,21.64085137486223,-15.530860930243822,1014.5561462857142,52.37593036761906,4.907911830873014,7.543186978488889,1.375954506663492,264.2112619212699,6.841564670507937,6.841564670507937,0,1,1,0,0
2023-06-09 14:34:22.678575292,6.659611921475574,-4.355245386887805,0.7207204411317257,0.013081430954180604,0.006631115280828526,0.007851110849022317,0.19083358652697519,-0.24914717628915123,0.20594281215176383,-17.77247408669257,22.50764707118295,-12.023701052252692,1014.5085634642857,52.376125444333326,4.906823377266666,4.1443257187,0.7706136684033333,249.9014956285067,14.568672989100001,14.568672989100001,0,0,1,0,0
2023-06-09 14:35:22.678575292,7.316074929651025,-5.3939884618766385,0.023304974083582734,0.02078355862947607,-0.025598033838619125,-0.009056134546480504,0.2957091496356807,-0.37378767731826446,0.29135765557611154,-20.11775651781855,14.026806510700379,4.52049546865278,1014.5019725272729,52.37618830333333,4.906527495333333,1.4324767191666667,-1.0,-1.0,39.55555555666667,39.55555555666667,0,0,1,0,0
